OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
892,9740901,NO ERROR,-86.88,35.96,17.02,6/17/2005
893,9009186,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2005
894,8496462,NO ERROR,-83.91,35.93,5.07,1/3/2005
895,8249976,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2004
896,8885632,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2005
897,8630651,NO ERROR,-83.92,35.99,8.37,10/27/2004
898,9628201,NO ERROR,-84.87,35.18,10.74,2/16/2005
899,8093274,NO ERROR,-90.06,35.10,9.19,6/3/2005
900,8115169,NO ERROR,-83.93,36.04,11.81,2/23/2005
901,9639214,ROUTE NOT FOUND,0.00,0.00,0.00,11/15/2004
902,8167743,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2004
903,8821721,NO ERROR,-90.05,35.14,11.41,7/20/2004
904,8562689,NO ERROR,-90.04,35.16,14.73,6/26/2005
905,8675314,ROUTE NOT FOUND,0.00,0.00,0.00,7/18/2004
906,8538636,ROUTE NOT FOUND,0.00,0.00,0.00,2/14/2004
907,9592773,NO ERROR,-86.77,36.17,14.98,6/9/2005
908,8424960,NO ERROR,-83.58,35.82,24.90,7/26/2004
909,9830340,NO ERROR,-85.25,35.18,12.48,5/28/2005
910,8842735,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2004
911,8371022,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2004
912,9112479,NO ERROR,-88.24,35.21,11.44,5/24/2005
913,8317424,ROUTE NOT FOUND,0.00,0.00,0.00,9/17/2004
914,8901884,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2005
915,9720391,ROUTE NOT FOUND,0.00,0.00,0.00,2/5/2005
916,8936501,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2005
917,8433444,NO ERROR,-85.57,35.03,19.57,5/7/2005
918,8166815,ROUTE NOT FOUND,0.00,0.00,0.00,5/27/2004
919,9132386,NO ERROR,-86.85,36.15,8.58,6/27/2005
920,8905488,NO ERROR,-87.38,36.55,16.10,7/18/2005
921,9734201,NO ERROR,-83.99,35.96,8.22,10/11/2005
922,50012557,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2005
923,8940247,NO ERROR,-83.92,35.96,18.70,11/8/2005
924,8480845,NO ERROR,-86.84,36.13,13.41,4/25/2005
925,8163834,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2004
926,8878336,ROUTE NOT FOUND,0.00,0.00,0.00,7/30/2005
927,8592876,ROUTE NOT FOUND,0.00,0.00,0.00,2/9/2004
928,9615679,ROUTE NOT FOUND,0.00,0.00,0.00,8/13/2005
929,7963890,ROUTE NOT FOUND,0.00,0.00,0.00,12/4/2005
930,9606828,ROUTE NOT FOUND,0.00,0.00,0.00,11/2/2004
931,8811779,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2004
932,8542765,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2005
933,8664139,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2004
934,9579980,ROUTE NOT FOUND,0.00,0.00,0.00,7/22/2005
935,8424272,NO ERROR,-83.56,35.80,23.16,7/23/2004
936,9811582,NO ERROR,-89.93,35.15,9.71,2/14/2005
937,8345792,ROUTE NOT FOUND,0.00,0.00,0.00,8/5/2004
938,9071606,ROUTE NOT FOUND,0.00,0.00,0.00,11/15/2005
939,8301590,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2004
940,8897204,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2005
941,9705164,ROUTE NOT FOUND,0.00,0.00,0.00,10/6/2005
942,8924780,ROUTE NOT FOUND,0.00,0.00,0.00,9/30/2005
943,8342842,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2005
944,8163431,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2004
945,8836636,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2004
946,8723779,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2005
947,8559863,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2004
948,7652931,ROUTE NOT FOUND,0.00,0.00,0.00,1/20/2005
949,8412635,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2004
950,9682216,NO ERROR,-86.35,35.79,3.97,8/23/2004
951,9577276,NO ERROR,-90.00,35.13,1.42,10/25/2004
952,8642886,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2004
953,9284981,ROUTE NOT FOUND,0.00,0.00,0.00,12/19/2005
954,8838733,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2004
955,8786384,NO ERROR,-82.58,36.29,5.01,12/19/2005
956,8567363,ROUTE NOT FOUND,0.00,0.00,0.00,3/23/2004
957,9604143,ROUTE NOT FOUND,0.00,0.00,0.00,7/26/2005
958,7908694,ROUTE NOT FOUND,0.00,0.00,0.00,9/13/2005
959,8408538,NO ERROR,-86.17,35.38,5.34,7/15/2004
960,9885973,ROUTE NOT FOUND,0.00,0.00,0.00,12/16/2004
961,9584612,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2004
962,8651182,ROUTE NOT FOUND,0.00,0.00,0.00,7/17/2004
963,9573811,NO ERROR,-85.33,34.99,0.43,4/27/2005
964,8408460,ROUTE NOT FOUND,0.00,0.00,0.00,11/4/2004
965,9766561,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2005
966,8321562,ROUTE NOT FOUND,0.00,0.00,0.00,10/15/2004
967,9067392,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2005
968,8281801,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2004
969,8893851,ROUTE NOT FOUND,0.00,0.00,0.00,5/11/2005
970,9692509,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2005
971,8265798,ROUTE NOT FOUND,0.00,0.00,0.00,2/17/2005
972,8163280,ROUTE NOT FOUND,0.00,0.00,0.00,3/13/2004
973,8509895,NO ERROR,-90.05,35.15,12.31,4/20/2004
974,8832010,ROUTE NOT FOUND,0.00,0.00,0.00,8/30/2004
975,8655108,NO ERROR,-90.10,35.01,2.18,9/22/2005
976,8739551,NO ERROR,-83.30,36.50,5.79,3/4/2004
977,8557082,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2004
978,8404848,NO ERROR,-89.41,35.37,6.10,6/14/2004
979,9661689,NO ERROR,-87.33,36.63,6.10,8/13/2004
980,9572159,ROUTE NOT FOUND,0.00,0.00,0.00,8/13/2004
981,8632076,NO ERROR,-83.91,35.93,5.07,9/9/2004
982,9167775,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2005
983,9742337,NO ERROR,-83.94,35.95,17.69,4/5/2005
984,9033878,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2005
985,8263010,ROUTE NOT FOUND,0.00,0.00,0.00,2/23/2004
986,8888132,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2005
987,9750797,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2005
988,9057831,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2005
989,8265455,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2004
990,8890889,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2005
991,9658270,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2005
992,8235369,NO ERROR,-84.07,35.94,3.07,5/12/2005
993,8163148,NO ERROR,-86.89,36.08,9.20,10/8/2004
994,8825617,NO ERROR,-89.80,35.13,5.69,6/9/2004
995,8635879,NO ERROR,-84.58,35.92,6.19,4/22/2005
996,8713507,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2004
997,8552179,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2004
998,8518782,NO ERROR,-86.85,36.15,8.67,2/28/2004
999,8404244,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2004
1000,8901905,ROUTE NOT FOUND,0.00,0.00,0.00,8/5/2004
1001,9153229,NO ERROR,-83.93,36.03,11.46,5/11/2005
1002,8909803,NO ERROR,-86.50,36.23,4.70,5/1/2005
1003,9738134,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2005
1004,7458424,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2006
1005,8988695,NO ERROR,-89.08,35.05,6.58,6/23/2005
1006,8486673,NO ERROR,-83.57,35.86,27.96,3/15/2005
1007,8884495,NO ERROR,-90.00,35.15,5.75,8/11/2005
1008,8625185,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2004
1009,9622352,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2005
1010,8065741,NO ERROR,-87.29,35.32,26.64,9/3/2005
1011,9639142,ROUTE NOT FOUND,0.00,0.00,0.00,11/9/2004
1012,8817207,NO ERROR,-86.46,36.39,14.43,4/24/2004
1013,8548236,NO ERROR,-83.91,35.95,6.23,10/5/2005
1014,8673097,NO ERROR,-83.92,35.95,6.57,4/30/2004
1015,8523896,NO ERROR,-86.78,36.12,6.11,9/4/2004
1016,9582524,NO ERROR,-89.91,35.34,27.88,1/29/2005
1017,9338920,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2007
1018,9867942,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2006
1019,9247906,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2006
1020,9523603,NO ERROR,-86.74,36.10,8.70,7/20/2006
1021,8080969,ROUTE NOT FOUND,0.00,0.00,0.00,7/5/2007
1022,9462582,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2006
1023,9269675,ROUTE NOT FOUND,0.00,0.00,0.00,7/21/2006
1024,9921142,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2007
1025,9549529,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2007
1026,9738110,ROUTE NOT FOUND,0.00,0.00,0.00,2/1/2006
1027,9244609,NO ERROR,-86.56,35.98,1.07,5/25/2006
1028,10309396,ROUTE NOT FOUND,0.00,0.00,0.00,9/23/2007
1029,8931485,ROUTE NOT FOUND,0.00,0.00,0.00,4/10/2006
1030,9789922,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2007
1031,9202775,ROUTE NOT FOUND,0.00,0.00,0.00,10/26/2007
1032,9384545,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2007
1033,8931431,NO ERROR,-88.32,36.30,12.59,6/4/2006
1034,9243788,ROUTE NOT FOUND,0.00,0.00,0.00,6/15/2006
1035,9711149,NO ERROR,-86.18,36.42,3.00,4/24/2006
1036,8964146,ROUTE NOT FOUND,0.00,0.00,0.00,10/6/2007
1037,9313364,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2006
1038,9306489,NO ERROR,-84.87,35.18,10.74,7/6/2007
1039,50046268,ROUTE NOT FOUND,0.00,0.00,0.00,10/28/2006
1040,50022483,ROUTE NOT FOUND,0.00,0.00,0.00,4/25/2006
1041,9846543,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2006
1042,9496723,ROUTE NOT FOUND,0.00,0.00,0.00,7/21/2006
1043,7519810,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2007
1044,9401751,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2006
1045,8921442,NO ERROR,-86.40,35.81,10.72,2/27/2006
1046,9905120,NO ERROR,-85.25,35.16,10.79,7/19/2007
1047,9528422,NO ERROR,-89.72,35.02,21.88,1/31/2007
1048,9236005,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2006
1049,10280949,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2007
1050,8918563,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2006
1051,9234863,ROUTE NOT FOUND,0.00,0.00,0.00,6/10/2006
1052,9758400,NO ERROR,-82.54,36.25,8.69,2/16/2007
1053,9121835,NO ERROR,-82.52,36.55,5.40,11/30/2007
1054,9359906,NO ERROR,-83.55,35.78,22.17,6/16/2007
1055,9911664,NO ERROR,-86.81,36.15,16.01,10/2/2007
1056,9543769,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2007
1057,9234672,ROUTE NOT FOUND,0.00,0.00,0.00,11/12/2006
1058,10294499,NO ERROR,-86.40,35.85,16.73,10/29/2007
1059,8915980,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2006
1060,9231345,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2006
1061,9774227,NO ERROR,-90.01,35.12,11.44,8/30/2007
1062,9197235,NO ERROR,-86.66,36.16,10.75,10/5/2007
1063,9362709,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2007
1064,8915506,ROUTE NOT FOUND,0.00,0.00,0.00,10/14/2006
1065,9231343,ROUTE NOT FOUND,0.00,0.00,0.00,2/14/2006
1066,9673526,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2006
1067,8898820,NO ERROR,-89.94,35.15,9.28,11/5/2007
1068,9302932,NO ERROR,-87.37,36.54,15.66,9/1/2006
1069,50034122,NO ERROR,-84.09,35.76,5.22,8/9/2006
1070,10141189,ROUTE NOT FOUND,0.00,0.00,0.00,6/10/2007
1071,50022456,ROUTE NOT FOUND,0.00,0.00,0.00,2/10/2006
1072,9815009,ROUTE NOT FOUND,0.00,0.00,0.00,8/23/2006
1073,9330480,NO ERROR,-83.55,35.79,22.28,6/12/2006
1074,8913313,ROUTE NOT FOUND,0.00,0.00,0.00,7/6/2006
1075,9873875,ROUTE NOT FOUND,0.00,0.00,0.00,3/20/2007
1076,9496917,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2007
1077,10257318,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2007
1078,8905042,NO ERROR,-87.32,36.58,7.89,6/13/2006
1079,9231283,NO ERROR,-85.24,35.02,13.11,5/24/2006
1080,10201345,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2007
1081,9588920,NO ERROR,-86.01,35.17,21.43,8/29/2007
1082,9099804,NO ERROR,-86.78,35.45,6.77,8/14/2007
1083,9355557,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2007
1084,9231122,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2006
1085,9575112,ROUTE NOT FOUND,0.00,0.00,0.00,2/24/2006
1086,8711581,ROUTE NOT FOUND,0.00,0.00,0.00,8/9/2007
1087,9488062,NO ERROR,-86.76,36.15,19.15,5/1/2006
1088,9288303,NO ERROR,-86.68,36.17,18.76,1/21/2006
1089,10007046,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2007
1090,8904848,NO ERROR,-87.35,36.54,20.22,4/10/2006
1091,9230596,ROUTE NOT FOUND,0.00,0.00,0.00,7/25/2006
1092,9629110,ROUTE NOT FOUND,0.00,0.00,0.00,6/11/2006
1093,8810267,ROUTE NOT FOUND,0.00,0.00,0.00,5/14/2007
1094,9494362,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2006
1095,9296481,ROUTE NOT FOUND,0.00,0.00,0.00,8/14/2006
1096,50022493,NO ERROR,-83.94,35.76,4.09,6/14/2006
1097,10131375,ROUTE NOT FOUND,0.00,0.00,0.00,10/18/2007
1098,50017430,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2006
1099,9795742,NO ERROR,-85.25,35.07,5.99,12/30/2006
1100,9319132,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2006
1101,8902416,NO ERROR,-90.03,35.02,1.59,5/27/2006
1102,9807006,NO ERROR,-86.74,36.11,1.84,9/11/2007
1103,9484473,ROUTE NOT FOUND,0.00,0.00,0.00,2/15/2007
1104,10213202,NO ERROR,-86.80,36.15,16.47,9/23/2007
1105,8893067,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2006
1106,9230234,NO ERROR,-85.07,35.09,20.64,6/1/2006
1107,10197404,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2007
1108,9558568,NO ERROR,-86.46,35.48,10.90,8/1/2007
1109,9035735,NO ERROR,-85.28,35.02,9.53,8/6/2007
1110,9349082,NO ERROR,-90.10,35.01,2.14,9/18/2007
1111,9229303,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2006
1112,9527142,ROUTE NOT FOUND,0.00,0.00,0.00,8/30/2006
1113,8302764,NO ERROR,-82.26,36.18,1.22,5/10/2007
1114,9475223,NO ERROR,-86.47,36.38,12.94,7/25/2006
1115,9283103,NO ERROR,-83.90,35.98,21.36,10/20/2006
1116,9998348,NO ERROR,-86.80,36.15,16.47,9/8/2007
1117,9552389,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2007
1118,9767371,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2006
1119,10314588,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2007
1120,8892582,ROUTE NOT FOUND,0.00,0.00,0.00,5/21/2006
1121,9792043,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2007
1122,9248056,NO ERROR,-89.96,35.09,7.99,2/6/2007
1123,9403934,NO ERROR,-88.39,36.02,2.13,8/8/2007
1124,9776726,ROUTE NOT FOUND,0.00,0.00,0.00,7/26/2006
1125,8891095,NO ERROR,-90.00,35.15,5.75,1/28/2006
1126,9801519,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2007
1127,9302000,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2007
1128,9459267,ROUTE NOT FOUND,0.00,0.00,0.00,4/12/2007
1129,10204950,ROUTE NOT FOUND,0.00,0.00,0.00,3/20/2007
1130,8886689,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2006
1131,9228858,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2006
1132,10196106,ROUTE NOT FOUND,0.00,0.00,0.00,9/27/2007
1133,8974262,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2007
1134,9315301,ROUTE NOT FOUND,0.00,0.00,0.00,4/11/2006
1135,9330798,NO ERROR,-83.55,35.79,22.35,6/1/2007
1136,7431196,ROUTE NOT FOUND,0.00,0.00,0.00,7/17/2007
1137,9861202,NO ERROR,-84.14,35.91,0.82,9/3/2006
1138,9228676,NO ERROR,-83.92,36.02,10.61,8/14/2006
1139,9521049,ROUTE NOT FOUND,0.00,0.00,0.00,8/20/2006
1140,8003859,ROUTE NOT FOUND,0.00,0.00,0.00,7/21/2007
1141,9461557,ROUTE NOT FOUND,0.00,0.00,0.00,9/24/2006
1142,9269369,ROUTE NOT FOUND,0.00,0.00,0.00,9/26/2006
1143,9257595,ROUTE NOT FOUND,0.00,0.00,0.00,4/29/2006
1144,9912798,ROUTE NOT FOUND,0.00,0.00,0.00,2/24/2007
1145,9548532,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2007
1146,9734433,ROUTE NOT FOUND,0.00,0.00,0.00,4/6/2006
1147,9228185,NO ERROR,-83.92,35.98,7.47,6/27/2006
1148,10306990,NO ERROR,-86.52,36.21,7.57,8/16/2007
1149,8879751,NO ERROR,-83.41,36.15,0.68,11/11/2006
1150,9227075,NO ERROR,-85.24,35.12,8.26,6/8/2006
1151,9779414,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2007
1152,9199301,ROUTE NOT FOUND,0.00,0.00,0.00,8/16/2007
1153,9372532,ROUTE NOT FOUND,0.00,0.00,0.00,4/16/2007
1154,8864335,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2006
1155,9226411,ROUTE NOT FOUND,0.00,0.00,0.00,3/16/2006
1156,9699865,ROUTE NOT FOUND,0.00,0.00,0.00,7/12/2006
1157,8962986,ROUTE NOT FOUND,0.00,0.00,0.00,5/27/2007
1158,9308654,NO ERROR,-86.71,36.26,18.10,6/3/2006
1159,9305942,ROUTE NOT FOUND,0.00,0.00,0.00,7/23/2007
1160,50044412,ROUTE NOT FOUND,0.00,0.00,0.00,10/9/2006
1161,50022473,ROUTE NOT FOUND,0.00,0.00,0.00,5/31/2006
1162,9827802,ROUTE NOT FOUND,0.00,0.00,0.00,3/1/2006
1163,8864291,ROUTE NOT FOUND,0.00,0.00,0.00,11/28/2006
1164,9226408,ROUTE NOT FOUND,0.00,0.00,0.00,3/6/2006
1165,10153871,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2007
1166,8969176,NO ERROR,-90.05,35.12,0.73,1/22/2007
1167,9314201,NO ERROR,-87.02,36.09,1.48,6/1/2006
1168,9322408,NO ERROR,-84.87,35.26,2.27,8/11/2007
1169,50054941,ROUTE NOT FOUND,0.00,0.00,0.00,9/11/2006
1170,9850499,ROUTE NOT FOUND,0.00,0.00,0.00,2/20/2006
1171,9500488,ROUTE NOT FOUND,0.00,0.00,0.00,5/9/2006
1172,7729964,ROUTE NOT FOUND,0.00,0.00,0.00,6/16/2007
1173,9402636,ROUTE NOT FOUND,0.00,0.00,0.00,8/15/2006
1174,8821600,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2006
1175,9905990,NO ERROR,-82.37,36.34,18.46,4/2/2007
1176,9538187,NO ERROR,-86.71,36.26,18.59,4/18/2007
1177,9224809,NO ERROR,-85.24,35.00,3.14,8/12/2006
1178,10285723,ROUTE NOT FOUND,0.00,0.00,0.00,7/16/2007
1179,8818632,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2006
1180,9224351,ROUTE NOT FOUND,0.00,0.00,0.00,4/13/2006
1181,9773646,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2007
1182,9179252,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2007
1183,9360296,NO ERROR,-83.57,35.80,23.74,8/24/2007
1184,8817796,ROUTE NOT FOUND,0.00,0.00,0.00,3/23/2006
1185,9218268,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2006
1186,9657095,ROUTE NOT FOUND,0.00,0.00,0.00,5/2/2006
1187,8893147,ROUTE NOT FOUND,0.00,0.00,0.00,3/25/2007
1188,9298664,NO ERROR,-89.40,36.05,7.94,4/23/2006
1189,50025432,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2006
1190,10138817,ROUTE NOT FOUND,0.00,0.00,0.00,4/19/2007
1191,50022033,ROUTE NOT FOUND,0.00,0.00,0.00,6/29/2006
1192,9806360,NO ERROR,-86.40,35.80,10.61,9/8/2006
1193,9323639,NO ERROR,-83.41,35.91,24.00,8/6/2006
1194,8802408,ROUTE NOT FOUND,0.00,0.00,0.00,5/26/2006
1195,9860829,NO ERROR,-84.00,35.92,12.48,2/17/2007
1196,9494620,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
1197,10222621,NO ERROR,-90.04,35.17,14.16,11/11/2007
1198,8770838,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2006
1199,9494746,NO ERROR,-89.96,35.15,8.01,10/21/2006
1200,9332741,NO ERROR,-86.73,36.11,2.59,9/15/2006
1201,8770758,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2006
1202,9903923,ROUTE NOT FOUND,0.00,0.00,0.00,8/31/2007
1203,9514252,ROUTE NOT FOUND,0.00,0.00,0.00,5/25/2007
1204,9135423,ROUTE NOT FOUND,0.00,0.00,0.00,4/7/2006
1205,10261534,ROUTE NOT FOUND,0.00,0.00,0.00,7/27/2007
1206,8748127,ROUTE NOT FOUND,0.00,0.00,0.00,8/13/2006
1207,9133250,ROUTE NOT FOUND,0.00,0.00,0.00,4/9/2006
1208,9629728,ROUTE NOT FOUND,0.00,0.00,0.00,1/30/2007
1209,9118720,ROUTE NOT FOUND,0.00,0.00,0.00,5/29/2007
1210,9357298,NO ERROR,-89.99,35.15,6.06,9/28/2007
1211,9132482,ROUTE NOT FOUND,0.00,0.00,0.00,8/31/2006
1212,9599660,NO ERROR,-86.86,36.15,8.13,7/1/2006
1213,8774095,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2007
1214,9492462,NO ERROR,-85.49,36.19,6.10,3/10/2006
1215,9291948,ROUTE NOT FOUND,0.00,0.00,0.00,2/3/2006
1216,10130023,NO ERROR,-83.58,35.81,24.33,10/26/2007
1217,50014322,NO ERROR,-89.80,35.20,6.88,3/26/2006
1218,9786671,NO ERROR,-89.95,35.13,3.54,11/2/2006
1219,9318865,ROUTE NOT FOUND,0.00,0.00,0.00,5/3/2006
1220,8655766,ROUTE NOT FOUND,0.00,0.00,0.00,3/28/2006
1221,9802809,ROUTE NOT FOUND,0.00,0.00,0.00,3/27/2007
1222,9470631,NO ERROR,-84.10,35.98,5.69,11/2/2007
1223,10211852,NO ERROR,-86.76,36.23,16.82,9/20/2007
1224,8654318,ROUTE NOT FOUND,0.00,0.00,0.00,4/17/2006
1225,9130533,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2006
1226,10196653,ROUTE NOT FOUND,0.00,0.00,0.00,5/29/2007
1227,9026419,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2007
1228,9339150,ROUTE NOT FOUND,0.00,0.00,0.00,7/17/2007
1229,9125536,NO ERROR,-86.77,36.19,13.68,8/15/2006
1230,9524150,NO ERROR,-86.72,36.13,21.70,10/17/2006
1231,8116391,ROUTE NOT FOUND,0.00,0.00,0.00,2/11/2007
1232,9463716,NO ERROR,-86.47,35.84,7.25,1/13/2006
1233,9270437,NO ERROR,-86.96,36.36,3.06,3/16/2006
1234,9118203,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2006
1235,10200073,NO ERROR,-86.77,36.15,18.39,5/25/2007
1236,9571803,ROUTE NOT FOUND,0.00,0.00,0.00,2/19/2007
1237,9084700,ROUTE NOT FOUND,0.00,0.00,0.00,3/9/2007
1238,9355382,ROUTE NOT FOUND,0.00,0.00,0.00,6/22/2007
1239,9117407,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2006
1240,9541581,ROUTE NOT FOUND,0.00,0.00,0.00,10/24/2006
1241,8353221,NO ERROR,-85.21,34.99,1.14,3/29/2007
1242,9484082,NO ERROR,-85.78,35.70,11.99,10/10/2006
1243,9286954,ROUTE NOT FOUND,0.00,0.00,0.00,5/19/2006
1244,10000490,NO ERROR,-86.94,36.11,2.51,10/23/2007
1245,9772470,ROUTE NOT FOUND,0.00,0.00,0.00,12/18/2006
1246,50048590,ROUTE NOT FOUND,0.00,0.00,0.00,2/21/2007
1247,8640570,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2006
1248,9796584,ROUTE NOT FOUND,0.00,0.00,0.00,3/23/2007
1249,9258557,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2007
1250,9409487,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2007
1251,8621749,ROUTE NOT FOUND,0.00,0.00,0.00,9/9/2006
1252,9117405,ROUTE NOT FOUND,0.00,0.00,0.00,4/27/2006
1253,10194933,NO ERROR,-86.71,36.05,11.77,6/29/2007
1254,8972049,ROUTE NOT FOUND,0.00,0.00,0.00,5/12/2007
1255,9314929,NO ERROR,-86.84,36.04,3.96,4/10/2006
1256,9326916,NO ERROR,-86.86,36.15,27.44,9/15/2007
1257,50231496,ROUTE NOT FOUND,0.00,0.00,0.00,6/28/2006
1258,9860312,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2006
1259,9116432,ROUTE NOT FOUND,0.00,0.00,0.00,7/26/2006
1260,9506653,ROUTE NOT FOUND,0.00,0.00,0.00,6/15/2006
1261,7908268,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
1262,9457348,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2006
1263,9268497,ROUTE NOT FOUND,0.00,0.00,0.00,2/21/2006
1264,8573058,NO ERROR,-82.34,36.32,1.36,8/24/2006
1265,9911674,NO ERROR,-86.82,36.14,15.37,9/5/2007
1266,9546742,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2007
1267,9114651,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2006
1268,10295082,NO ERROR,-86.40,35.86,15.98,12/15/2007
1269,8571540,ROUTE NOT FOUND,0.00,0.00,0.00,7/18/2006
