OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
1645,50072690,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2007
1646,50265165,NO ERROR,-86.30,36.21,16.88,7/24/2007
1647,50265092,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2007
1648,50072228,NO ERROR,-85.47,35.93,9.13,8/27/2007
1649,50265064,NO ERROR,-89.87,35.17,13.78,7/6/2007
1650,50070359,NO ERROR,-82.82,36.17,8.72,6/16/2007
1651,50264942,ROUTE NOT FOUND,0.00,0.00,0.00,6/26/2007
1652,50069100,ROUTE NOT FOUND,0.00,0.00,0.00,6/20/2007
1653,50264845,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2007
1654,50264743,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2007
1655,50264708,ROUTE NOT FOUND,0.00,0.00,0.00,7/9/2007
1656,50264572,NO ERROR,-85.04,35.97,15.32,11/12/2007
1657,50068391,NO ERROR,-89.85,35.20,4.30,7/17/2007
1658,50264303,ROUTE NOT FOUND,0.00,0.00,0.00,8/31/2007
1659,50249058,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2007
1660,50248500,NO ERROR,-84.27,36.01,2.14,11/9/2007
1661,50068190,NO ERROR,-89.39,35.24,14.08,6/21/2007
1662,50246184,ROUTE NOT FOUND,0.00,0.00,0.00,9/6/2007
1663,50067269,ROUTE NOT FOUND,0.00,0.00,0.00,6/1/2007
1664,50246169,NO ERROR,-83.94,35.97,15.70,10/31/2007
1665,50246105,NO ERROR,-83.95,35.95,17.17,11/6/2007
1666,50239271,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2007
1667,50066882,NO ERROR,-86.42,35.71,4.33,7/29/2007
1668,50239229,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2007
1669,50239213,ROUTE NOT FOUND,0.00,0.00,0.00,10/1/2007
1670,50064188,ROUTE NOT FOUND,0.00,0.00,0.00,6/4/2007
1671,50239211,NO ERROR,-85.20,35.97,3.82,10/3/2007
1672,50063433,ROUTE NOT FOUND,0.00,0.00,0.00,5/20/2007
1673,50239158,ROUTE NOT FOUND,0.00,0.00,0.00,8/30/2007
1674,50239067,NO ERROR,-85.03,35.96,0.06,10/9/2007
1675,50062278,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2007
1676,50238416,ROUTE NOT FOUND,0.00,0.00,0.00,11/8/2007
1677,50228574,ROUTE NOT FOUND,0.00,0.00,0.00,3/30/2007
1678,50059603,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2007
1679,50228573,ROUTE NOT FOUND,0.00,0.00,0.00,2/28/2007
1680,50228572,ROUTE NOT FOUND,0.00,0.00,0.00,4/20/2007
1681,50228565,NO ERROR,-83.95,35.93,4.23,8/10/2007
1682,50059288,ROUTE NOT FOUND,0.00,0.00,0.00,4/25/2007
1683,50200622,NO ERROR,-83.94,35.97,15.58,8/29/2007
1684,50199593,ROUTE NOT FOUND,0.00,0.00,0.00,10/20/2007
1685,50199257,ROUTE NOT FOUND,0.00,0.00,0.00,12/31/2007
1686,50164153,NO ERROR,-88.81,36.12,0.00,11/30/2007
1687,50056853,ROUTE NOT FOUND,0.00,0.00,0.00,4/2/2007
1688,50131776,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2007
1689,50130216,ROUTE NOT FOUND,0.00,0.00,0.00,12/5/2007
1690,50056472,ROUTE NOT FOUND,0.00,0.00,0.00,4/1/2007
1691,50129660,ROUTE NOT FOUND,0.00,0.00,0.00,9/21/2007
1692,50056001,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2007
1693,50121907,NO ERROR,-84.27,36.01,1.83,2/8/2007
1694,50055895,ROUTE NOT FOUND,0.00,0.00,0.00,4/5/2007
1695,50114467,NO ERROR,-83.93,36.03,11.09,6/23/2007
1696,50055404,NO ERROR,-83.57,36.46,8.81,3/25/2007
1697,50101358,NO ERROR,-86.30,36.22,1.92,7/26/2007
1698,50101338,ROUTE NOT FOUND,0.00,0.00,0.00,7/20/2007
1699,50098074,ROUTE NOT FOUND,0.00,0.00,0.00,5/31/2007
1700,50098002,NO ERROR,-84.59,35.44,10.90,8/6/2007
1701,50054897,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2007
1702,50096141,ROUTE NOT FOUND,0.00,0.00,0.00,9/7/2007
1703,50091274,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2007
1704,50091152,ROUTE NOT FOUND,0.00,0.00,0.00,9/12/2007
1705,50054328,NO ERROR,-84.06,35.94,4.15,3/22/2007
1706,50054319,ROUTE NOT FOUND,0.00,0.00,0.00,3/22/2007
1707,50091049,NO ERROR,-89.99,35.11,9.88,7/6/2007
1708,50090720,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2007
1709,50090181,ROUTE NOT FOUND,0.00,0.00,0.00,8/1/2007
1710,50053879,NO ERROR,-83.92,35.96,0.09,2/27/2007
1711,50089411,NO ERROR,-84.02,36.01,3.51,7/9/2007
1712,50088663,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2007
1713,50087604,NO ERROR,-89.99,35.11,9.84,10/18/2007
1714,50053727,ROUTE NOT FOUND,0.00,0.00,0.00,1/27/2007
1715,50051642,ROUTE NOT FOUND,0.00,0.00,0.00,2/11/2007
