OBJECTID,casenumber,LOC_ERROR,lon,lat,POINT_M,year
5725,10231944,NO ERROR,-89.79,35.17,8.67,2/28/2008
5726,10306254,NO ERROR,-82.36,36.31,0.89,2/15/2008
5727,10120135,ROUTE NOT FOUND,0.00,0.00,0.00,10/24/2008
5728,50267899,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2008
5729,10262226,ROUTE NOT FOUND,0.00,0.00,0.00,2/13/2008
5730,10063171,NO ERROR,-86.79,36.17,0.38,12/3/2008
5731,10044717,NO ERROR,-86.62,36.20,15.35,8/6/2008
5732,9946721,NO ERROR,-84.19,35.89,2.95,11/29/2008
5733,9921868,ROUTE NOT FOUND,0.00,0.00,0.00,11/30/2008
5734,9773420,ROUTE NOT FOUND,0.00,0.00,0.00,10/8/2008
5735,900015283,ROUTE NOT FOUND,0.00,0.00,0.00,12/1/2008
5736,10029149,NO ERROR,-88.83,35.65,10.87,9/17/2008
5737,10016298,NO ERROR,-85.26,35.05,4.28,11/29/2008
5738,10150668,ROUTE NOT FOUND,0.00,0.00,0.00,2/23/2008
5739,10001122,NO ERROR,-86.78,36.21,0.50,6/19/2008
5740,9944248,NO ERROR,-82.55,36.56,3.60,9/14/2008
5741,9760036,ROUTE NOT FOUND,0.00,0.00,0.00,1/17/2008
5742,50248793,ROUTE NOT FOUND,0.00,0.00,0.00,12/12/2008
5743,9986190,NO ERROR,-86.74,36.11,9.21,12/11/2008
5744,50208358,NO ERROR,-89.90,35.36,29.53,3/17/2008
5745,50217860,ROUTE NOT FOUND,0.00,0.00,0.00,5/30/2008
5746,50240826,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2008
5747,10258739,ROUTE NOT FOUND,0.00,0.00,0.00,8/16/2008
5748,10250104,NO ERROR,-90.01,35.02,5.75,12/29/2008
5749,50196789,ROUTE NOT FOUND,0.00,0.00,0.00,1/15/2008
5750,10275766,ROUTE NOT FOUND,0.00,0.00,0.00,8/27/2008
5751,10136683,ROUTE NOT FOUND,0.00,0.00,0.00,1/1/2008
5752,900007196,ROUTE NOT FOUND,0.00,0.00,0.00,9/13/2008
5753,10270739,NO ERROR,-90.00,35.14,1.18,3/5/2008
5754,9914529,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2008
5755,10228639,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2008
5756,10114818,ROUTE NOT FOUND,0.00,0.00,0.00,7/21/2008
5757,10190106,ROUTE NOT FOUND,0.00,0.00,0.00,9/9/2008
5758,10053260,NO ERROR,-86.70,36.12,23.28,7/30/2008
5759,10037607,ROUTE NOT FOUND,0.00,0.00,0.00,6/21/2008
5760,9944135,NO ERROR,-82.45,36.57,9.63,12/6/2008
5761,9912088,NO ERROR,-86.81,36.14,15.46,11/14/2008
5762,9759761,NO ERROR,-86.80,36.14,7.69,4/1/2008
5763,10252043,ROUTE NOT FOUND,0.00,0.00,0.00,8/22/2008
5764,10239808,ROUTE NOT FOUND,0.00,0.00,0.00,9/13/2008
5765,10230471,ROUTE NOT FOUND,0.00,0.00,0.00,7/17/2008
5766,10118256,ROUTE NOT FOUND,0.00,0.00,0.00,11/1/2008
5767,50264109,NO ERROR,-83.28,36.24,6.50,4/7/2008
5768,10192887,NO ERROR,-85.31,35.04,4.06,11/26/2008
5769,10056993,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2008
5770,10043972,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2008
5771,9944050,NO ERROR,-82.57,36.56,11.03,10/22/2008
5772,9912073,NO ERROR,-86.80,36.14,7.62,6/9/2008
5773,9731667,ROUTE NOT FOUND,0.00,0.00,0.00,2/6/2008
5774,900014144,ROUTE NOT FOUND,0.00,0.00,0.00,11/27/2008
5775,50226325,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2008
5776,10000972,ROUTE NOT FOUND,0.00,0.00,0.00,1/5/2008
5777,10149067,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2008
5778,9721897,NO ERROR,-90.04,35.17,14.24,3/23/2008
5779,50246628,NO ERROR,-82.35,36.33,0.40,11/22/2008
5780,9986188,ROUTE NOT FOUND,0.00,0.00,0.00,12/27/2008
5781,50205396,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2008
5782,50216340,NO ERROR,-88.39,35.59,6.68,5/12/2008
5783,50239923,NO ERROR,-83.94,35.96,18.02,11/2/2008
5784,10257387,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2008
5785,10247072,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2008
5786,50194348,NO ERROR,-86.34,36.22,14.56,1/28/2008
5787,10274819,ROUTE NOT FOUND,0.00,0.00,0.00,1/19/2008
5788,50230563,ROUTE NOT FOUND,0.00,0.00,0.00,9/11/2008
5789,10134956,ROUTE NOT FOUND,0.00,0.00,0.00,4/2/2008
5790,900006413,ROUTE NOT FOUND,0.00,0.00,0.00,8/26/2008
5791,10269585,NO ERROR,-90.06,35.12,10.03,6/22/2008
5792,10048230,NO ERROR,-86.72,36.25,17.44,9/22/2008
5793,9911737,ROUTE NOT FOUND,0.00,0.00,0.00,2/15/2008
5794,9670634,NO ERROR,-89.38,36.04,2.52,8/14/2008
5795,10217012,NO ERROR,-88.25,35.22,11.63,5/6/2008
5796,10114424,ROUTE NOT FOUND,0.00,0.00,0.00,8/3/2008
5797,10016021,NO ERROR,-85.17,35.04,18.17,9/5/2008
5798,10185821,ROUTE NOT FOUND,0.00,0.00,0.00,5/8/2008
5799,10051416,ROUTE NOT FOUND,0.00,0.00,0.00,10/19/2008
5800,10034622,ROUTE NOT FOUND,0.00,0.00,0.00,8/8/2008
5801,10000778,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2008
5802,9942867,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2008
5803,9666149,ROUTE NOT FOUND,0.00,0.00,0.00,4/23/2008
5804,900009488,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2008
5805,50263373,NO ERROR,-83.93,35.96,18.20,11/19/2008
5806,50214466,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2008
5807,50224117,NO ERROR,-84.25,36.02,4.79,6/18/2008
5808,10297109,NO ERROR,-88.80,35.65,12.36,6/4/2008
5809,10147950,ROUTE NOT FOUND,0.00,0.00,0.00,2/15/2008
5810,9649223,NO ERROR,-85.31,35.02,3.39,6/17/2008
5811,50243056,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2008
5812,9986124,NO ERROR,-86.76,36.09,3.76,11/4/2008
5813,900011574,ROUTE NOT FOUND,0.00,0.00,0.00,10/30/2008
5814,50215560,ROUTE NOT FOUND,0.00,0.00,0.00,5/30/2008
5815,50224950,ROUTE NOT FOUND,0.00,0.00,0.00,7/1/2008
5816,10015744,NO ERROR,-85.31,35.03,7.41,11/25/2008
5817,10305997,NO ERROR,-82.37,36.31,16.64,1/2/2008
5818,10000501,ROUTE NOT FOUND,0.00,0.00,0.00,5/30/2008
5819,10148315,ROUTE NOT FOUND,0.00,0.00,0.00,5/5/2008
5820,9629818,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2008
5821,50244365,NO ERROR,-83.86,36.02,6.75,6/19/2008
5822,9985688,ROUTE NOT FOUND,0.00,0.00,0.00,8/15/2008
5823,50203622,ROUTE NOT FOUND,0.00,0.00,0.00,3/15/2008
5824,50236953,ROUTE NOT FOUND,0.00,0.00,0.00,3/10/2008
5825,10256739,ROUTE NOT FOUND,0.00,0.00,0.00,7/11/2008
5826,10246142,NO ERROR,-89.91,35.15,10.94,5/7/2008
5827,50164192,NO ERROR,-83.94,35.95,17.94,1/9/2008
5828,10273966,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2008
5829,50227877,ROUTE NOT FOUND,0.00,0.00,0.00,8/20/2008
5830,10133186,NO ERROR,-86.40,35.81,10.86,9/24/2008
5831,900005042,ROUTE NOT FOUND,0.00,0.00,0.00,8/10/2008
5832,10269232,ROUTE NOT FOUND,0.00,0.00,0.00,8/8/2008
5833,10046796,NO ERROR,-86.80,36.14,7.55,11/17/2008
5834,9910538,NO ERROR,-85.31,35.05,9.41,12/20/2008
5835,9610600,NO ERROR,-86.77,36.20,14.33,2/29/2008
5836,10205846,NO ERROR,-89.26,36.12,9.95,5/16/2008
5837,10094949,ROUTE NOT FOUND,0.00,0.00,0.00,12/16/2008
5838,10015098,ROUTE NOT FOUND,0.00,0.00,0.00,12/23/2008
5839,10160818,ROUTE NOT FOUND,0.00,0.00,0.00,3/16/2008
5840,10050020,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2008
5841,10000184,ROUTE NOT FOUND,0.00,0.00,0.00,1/25/2008
5842,9942513,NO ERROR,-83.58,35.81,24.40,10/28/2008
5843,9610284,NO ERROR,-86.84,36.21,0.97,1/2/2008
5844,900008608,ROUTE NOT FOUND,0.00,0.00,0.00,10/2/2008
5845,50262970,ROUTE NOT FOUND,0.00,0.00,0.00,12/20/2008
5846,50211997,ROUTE NOT FOUND,0.00,0.00,0.00,4/23/2008
5847,50221624,ROUTE NOT FOUND,0.00,0.00,0.00,6/18/2008
5848,50203521,ROUTE NOT FOUND,0.00,0.00,0.00,3/7/2008
5849,10293095,NO ERROR,-85.78,35.69,13.82,8/20/2008
5850,10146920,NO ERROR,-90.05,35.15,12.17,7/17/2008
5851,9605836,NO ERROR,-86.75,36.21,12.90,6/6/2008
5852,9985505,NO ERROR,-86.78,36.16,17.56,4/1/2008
5853,10255236,ROUTE NOT FOUND,0.00,0.00,0.00,11/16/2008
5854,10241226,NO ERROR,-90.05,35.14,11.63,9/21/2008
5855,10232978,NO ERROR,-89.93,35.07,5.49,12/23/2008
5856,10310987,NO ERROR,-87.43,36.58,12.93,3/12/2008
5857,10125070,ROUTE NOT FOUND,0.00,0.00,0.00,10/21/2008
5858,900000889,ROUTE NOT FOUND,0.00,0.00,0.00,6/17/2008
5859,10264822,NO ERROR,-90.04,35.18,14.66,10/5/2008
5860,10063661,NO ERROR,-86.70,36.31,0.60,12/23/2008
5861,10045310,ROUTE NOT FOUND,0.00,0.00,0.00,9/1/2008
5862,9910098,NO ERROR,-82.32,36.54,16.78,7/1/2008
5863,9605174,ROUTE NOT FOUND,0.00,0.00,0.00,8/21/2008
5864,900016007,ROUTE NOT FOUND,0.00,0.00,0.00,12/10/2008
5865,50231688,ROUTE NOT FOUND,0.00,0.00,0.00,8/24/2008
5866,10255890,NO ERROR,-90.03,35.01,1.33,9/9/2008
5867,10243858,ROUTE NOT FOUND,0.00,0.00,0.00,7/28/2008
5868,10235140,ROUTE NOT FOUND,0.00,0.00,0.00,9/28/2008
5869,50163135,ROUTE NOT FOUND,0.00,0.00,0.00,1/8/2008
5870,10129254,ROUTE NOT FOUND,0.00,0.00,0.00,1/22/2008
5871,900002736,ROUTE NOT FOUND,0.00,0.00,0.00,7/14/2008
5872,10267066,ROUTE NOT FOUND,0.00,0.00,0.00,5/29/2008
5873,10067573,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2008
5874,10045527,ROUTE NOT FOUND,0.00,0.00,0.00,8/4/2008
5875,9904652,NO ERROR,-85.31,35.05,9.32,6/2/2008
5876,9598709,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2008
5877,10199576,ROUTE NOT FOUND,0.00,0.00,0.00,1/18/2008
5878,900017435,ROUTE NOT FOUND,0.00,0.00,0.00,12/29/2008
5879,10153247,ROUTE NOT FOUND,0.00,0.00,0.00,8/22/2008
5880,9999884,ROUTE NOT FOUND,0.00,0.00,0.00,3/26/2008
5881,9942274,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2008
5882,9596476,ROUTE NOT FOUND,0.00,0.00,0.00,2/29/2008
5883,50251177,NO ERROR,-88.33,36.30,11.07,9/2/2008
5884,9985294,ROUTE NOT FOUND,0.00,0.00,0.00,6/5/2008
5885,50210124,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2008
5886,50219716,NO ERROR,-88.40,35.65,11.26,6/6/2008
5887,50242607,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2008
5888,50200884,NO ERROR,-89.27,36.34,9.10,2/14/2008
5889,10288884,ROUTE NOT FOUND,0.00,0.00,0.00,9/22/2008
5890,10143234,ROUTE NOT FOUND,0.00,0.00,0.00,4/22/2008
5891,10271687,ROUTE NOT FOUND,0.00,0.00,0.00,9/27/2008
5892,10253720,ROUTE NOT FOUND,0.00,0.00,0.00,6/26/2008
5893,10240650,ROUTE NOT FOUND,0.00,0.00,0.00,6/13/2008
5894,10231231,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2008
5895,10118404,ROUTE NOT FOUND,0.00,0.00,0.00,8/15/2008
5896,50267206,NO ERROR,-90.03,35.21,17.04,12/26/2008
5897,10261656,NO ERROR,-90.00,35.12,11.24,3/27/2008
5898,10197427,NO ERROR,-86.72,36.25,17.76,3/16/2008
5899,10061313,ROUTE NOT FOUND,0.00,0.00,0.00,10/5/2008
5900,10044215,NO ERROR,-86.77,36.15,18.39,8/6/2008
5901,9942149,NO ERROR,-83.55,35.79,0.72,8/29/2008
5902,9904442,ROUTE NOT FOUND,0.00,0.00,0.00,2/8/2008
5903,9594623,NO ERROR,-86.80,36.28,2.20,8/30/2008
5904,900014612,ROUTE NOT FOUND,0.00,0.00,0.00,12/3/2008
5905,10149887,ROUTE NOT FOUND,0.00,0.00,0.00,10/12/2008
5906,9999857,ROUTE NOT FOUND,0.00,0.00,0.00,5/28/2008
5907,9594559,ROUTE NOT FOUND,0.00,0.00,0.00,3/11/2008
5908,50247822,ROUTE NOT FOUND,0.00,0.00,0.00,11/25/2008
5909,9985269,ROUTE NOT FOUND,0.00,0.00,0.00,4/24/2008
5910,50206179,NO ERROR,-86.01,35.53,19.24,3/10/2008
5911,50216549,NO ERROR,-89.30,36.10,15.96,5/31/2008
5912,50240466,ROUTE NOT FOUND,0.00,0.00,0.00,10/29/2008
5913,10257743,NO ERROR,-89.96,35.13,2.35,1/27/2008
5914,10248544,ROUTE NOT FOUND,0.00,0.00,0.00,4/14/2008
5915,10014991,ROUTE NOT FOUND,0.00,0.00,0.00,11/20/2008
5916,10151117,ROUTE NOT FOUND,0.00,0.00,0.00,3/12/2008
5917,9999829,ROUTE NOT FOUND,0.00,0.00,0.00,8/15/2008
5918,9942024,NO ERROR,-83.55,35.79,0.53,7/16/2008
5919,9591477,NO ERROR,-86.68,36.06,22.54,8/17/2008
5920,50249655,NO ERROR,-89.43,36.14,8.50,12/17/2008
5921,9985230,ROUTE NOT FOUND,0.00,0.00,0.00,10/7/2008
5922,50208912,ROUTE NOT FOUND,0.00,0.00,0.00,4/3/2008
5923,50218455,ROUTE NOT FOUND,0.00,0.00,0.00,5/17/2008
5924,50241382,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2008
5925,10260185,ROUTE NOT FOUND,0.00,0.00,0.00,9/27/2008
5926,10250549,ROUTE NOT FOUND,0.00,0.00,0.00,8/2/2008
5927,50199123,NO ERROR,-86.82,35.94,14.21,2/16/2008
5928,10277929,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2008
5929,10137221,ROUTE NOT FOUND,0.00,0.00,0.00,1/16/2008
5930,900007445,ROUTE NOT FOUND,0.00,0.00,0.00,9/10/2008
5931,10271031,NO ERROR,-90.05,35.12,0.99,4/3/2008
5932,10251936,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2008
5933,10237678,ROUTE NOT FOUND,0.00,0.00,0.00,10/29/2008
5934,10230264,NO ERROR,-89.93,35.07,5.49,11/6/2008
5935,10116198,NO ERROR,-87.06,35.63,20.87,10/13/2008
5936,50263444,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2008
5937,10192496,ROUTE NOT FOUND,0.00,0.00,0.00,12/11/2008
5938,10055750,NO ERROR,-86.72,36.08,3.20,12/10/2008
5939,10043489,ROUTE NOT FOUND,0.00,0.00,0.00,8/6/2008
5940,9941550,ROUTE NOT FOUND,0.00,0.00,0.00,9/8/2008
5941,9904284,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2008
5942,9568076,NO ERROR,-89.89,35.22,3.72,11/19/2008
5943,900013573,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2008
5944,50215972,ROUTE NOT FOUND,0.00,0.00,0.00,5/13/2008
5945,50225783,ROUTE NOT FOUND,0.00,0.00,0.00,7/23/2008
5946,9999690,NO ERROR,-86.76,36.15,19.18,2/10/2008
5947,10148964,ROUTE NOT FOUND,0.00,0.00,0.00,3/9/2008
5948,9551747,ROUTE NOT FOUND,0.00,0.00,0.00,7/19/2008
5949,50245555,ROUTE NOT FOUND,0.00,0.00,0.00,1/18/2008
5950,9985136,NO ERROR,-86.79,36.18,0.86,12/1/2008
5951,50204110,ROUTE NOT FOUND,0.00,0.00,0.00,3/19/2008
5952,50215976,NO ERROR,-85.06,35.88,1.40,5/25/2008
5953,50237908,NO ERROR,-90.03,35.00,0.50,1/11/2008
5954,10256820,ROUTE NOT FOUND,0.00,0.00,0.00,5/4/2008
5955,10247047,ROUTE NOT FOUND,0.00,0.00,0.00,4/21/2008
5956,50194302,ROUTE NOT FOUND,0.00,0.00,0.00,1/29/2008
5957,10274233,ROUTE NOT FOUND,0.00,0.00,0.00,12/1/2008
5958,50229984,NO ERROR,-89.98,35.08,8.03,8/23/2008
5959,10134295,ROUTE NOT FOUND,0.00,0.00,0.00,1/11/2008
5960,900006060,ROUTE NOT FOUND,0.00,0.00,0.00,8/28/2008
5961,10269268,ROUTE NOT FOUND,0.00,0.00,0.00,8/26/2008
5962,10047758,NO ERROR,-86.71,36.26,18.59,10/22/2008
5963,9900531,ROUTE NOT FOUND,0.00,0.00,0.00,8/29/2008
5964,9549218,ROUTE NOT FOUND,0.00,0.00,0.00,10/10/2008
5965,10213587,NO ERROR,-86.77,36.04,8.23,2/5/2008
5966,10114176,ROUTE NOT FOUND,0.00,0.00,0.00,6/6/2008
5967,50195895,NO ERROR,-85.03,35.50,7.68,2/5/2008
5968,10275550,NO ERROR,-90.06,35.06,6.36,6/27/2008
5969,10135404,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2008
5970,900006942,ROUTE NOT FOUND,0.00,0.00,0.00,8/30/2008
5971,10270286,NO ERROR,-89.92,35.15,10.39,1/30/2008
5972,10049454,ROUTE NOT FOUND,0.00,0.00,0.00,8/11/2008
5973,9900216,ROUTE NOT FOUND,0.00,0.00,0.00,9/2/2008
5974,10226422,ROUTE NOT FOUND,0.00,0.00,0.00,12/2/2008
5975,10114620,ROUTE NOT FOUND,0.00,0.00,0.00,1/15/2008
5976,10189898,ROUTE NOT FOUND,0.00,0.00,0.00,3/31/2008
5977,10052498,NO ERROR,-86.81,36.15,16.01,9/20/2008
5978,10036888,ROUTE NOT FOUND,0.00,0.00,0.00,10/11/2008
5979,9997590,ROUTE NOT FOUND,0.00,0.00,0.00,8/27/2008
5980,9940215,ROUTE NOT FOUND,0.00,0.00,0.00,12/23/2008
5981,9546599,NO ERROR,-87.38,36.55,16.47,6/17/2008
5982,900011101,ROUTE NOT FOUND,0.00,0.00,0.00,10/28/2008
5983,50263417,ROUTE NOT FOUND,0.00,0.00,0.00,11/14/2008
5984,50214808,ROUTE NOT FOUND,0.00,0.00,0.00,5/10/2008
5985,50224375,NO ERROR,-90.06,35.06,6.36,7/19/2008
5986,10301553,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2008
5987,9997538,ROUTE NOT FOUND,0.00,0.00,0.00,5/22/2008
5988,10148303,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2008
5989,9546596,ROUTE NOT FOUND,0.00,0.00,0.00,6/9/2008
5990,50244280,NO ERROR,-84.06,35.94,4.15,6/12/2008
5991,9985095,NO ERROR,-86.71,36.29,20.28,12/10/2008
5992,50232665,ROUTE NOT FOUND,0.00,0.00,0.00,6/3/2008
5993,10256567,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2008
5994,10245755,NO ERROR,-89.97,35.13,2.26,12/6/2008
5995,50163809,NO ERROR,-88.91,35.82,2.60,1/10/2008
5996,10273493,NO ERROR,-89.98,35.16,15.45,11/12/2008
5997,50226829,ROUTE NOT FOUND,0.00,0.00,0.00,8/8/2008
5998,10131112,NO ERROR,-86.37,35.81,1.80,1/4/2008
5999,900004153,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2008
6000,10268219,ROUTE NOT FOUND,0.00,0.00,0.00,11/7/2008
6001,10070874,NO ERROR,-87.39,36.59,10.47,6/27/2008
6002,10046268,NO ERROR,-86.71,36.28,20.03,9/24/2008
6003,9900035,ROUTE NOT FOUND,0.00,0.00,0.00,8/18/2008
6004,9546242,NO ERROR,-87.31,36.51,11.40,11/13/2008
6005,10022478,ROUTE NOT FOUND,0.00,0.00,0.00,11/18/2008
6006,10200605,ROUTE NOT FOUND,0.00,0.00,0.00,3/21/2008
6007,900018062,ROUTE NOT FOUND,0.00,0.00,0.00,12/30/2008
6008,10076847,ROUTE NOT FOUND,0.00,0.00,0.00,12/9/2008
6009,10014087,NO ERROR,-85.31,35.04,8.09,11/20/2008
6010,10159919,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2008
6011,10049896,NO ERROR,-86.80,36.14,7.51,10/25/2008
6012,9939837,ROUTE NOT FOUND,0.00,0.00,0.00,11/2/2008
6013,9545809,NO ERROR,-87.35,36.54,20.36,1/5/2008
6014,900007988,ROUTE NOT FOUND,0.00,0.00,0.00,9/22/2008
6015,50262926,ROUTE NOT FOUND,0.00,0.00,0.00,12/17/2008
6016,9984916,ROUTE NOT FOUND,0.00,0.00,0.00,3/20/2008
6017,50211816,ROUTE NOT FOUND,0.00,0.00,0.00,5/2/2008
6018,50220998,NO ERROR,-82.22,36.35,6.70,6/11/2008
6019,50243022,NO ERROR,-83.93,36.03,11.35,8/12/2008
6020,50203325,NO ERROR,-88.33,36.32,12.20,3/7/2008
6021,10291694,ROUTE NOT FOUND,0.00,0.00,0.00,2/21/2008
6022,10011658,ROUTE NOT FOUND,0.00,0.00,0.00,9/29/2008
6023,10172005,ROUTE NOT FOUND,0.00,0.00,0.00,11/19/2008
6024,10050362,NO ERROR,-86.75,36.12,10.06,12/17/2008
6025,9997414,NO ERROR,-86.77,36.20,14.50,4/25/2008
6026,9939750,ROUTE NOT FOUND,0.00,0.00,0.00,8/17/2008
6027,9545164,ROUTE NOT FOUND,0.00,0.00,0.00,4/8/2008
6028,900009078,ROUTE NOT FOUND,0.00,0.00,0.00,10/3/2008
6029,50263186,NO ERROR,-83.92,35.99,8.49,12/4/2008
6030,9988464,NO ERROR,-86.85,36.15,8.47,4/16/2008
6031,50214084,NO ERROR,-86.61,35.68,1.91,5/23/2008
6032,50223504,ROUTE NOT FOUND,0.00,0.00,0.00,7/24/2008
6033,10295984,ROUTE NOT FOUND,0.00,0.00,0.00,10/16/2008
6034,10147260,ROUTE NOT FOUND,0.00,0.00,0.00,5/23/2008
6035,9543565,NO ERROR,-89.86,35.10,8.83,1/9/2008
6036,9984867,NO ERROR,-86.73,36.14,21.20,6/28/2008
6037,50230602,ROUTE NOT FOUND,0.00,0.00,0.00,9/18/2008
6038,10255844,ROUTE NOT FOUND,0.00,0.00,0.00,8/15/2008
6039,10241395,NO ERROR,-90.00,35.14,1.18,7/3/2008
6040,10233574,NO ERROR,-89.97,35.02,7.76,5/2/2008
6041,50162991,ROUTE NOT FOUND,0.00,0.00,0.00,1/10/2008
6042,10127568,NO ERROR,-82.37,36.32,16.99,1/23/2008
6043,900001376,ROUTE NOT FOUND,0.00,0.00,0.00,6/21/2008
6044,10266802,ROUTE NOT FOUND,0.00,0.00,0.00,7/3/2008
6045,10064646,ROUTE NOT FOUND,0.00,0.00,0.00,6/7/2008
6046,10045428,NO ERROR,-86.79,36.15,16.77,8/21/2008
6047,9899923,ROUTE NOT FOUND,0.00,0.00,0.00,6/30/2008
6048,9541184,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2008
6049,10199029,ROUTE NOT FOUND,0.00,0.00,0.00,10/24/2008
6050,900017315,ROUTE NOT FOUND,0.00,0.00,0.00,12/24/2008
6051,10152713,ROUTE NOT FOUND,0.00,0.00,0.00,9/24/2008
6052,9997162,ROUTE NOT FOUND,0.00,0.00,0.00,8/7/2008
6053,9939471,ROUTE NOT FOUND,0.00,0.00,0.00,9/8/2008
6054,9524961,NO ERROR,-89.35,36.06,11.50,3/2/2008
6055,50250828,ROUTE NOT FOUND,0.00,0.00,0.00,10/13/2008
6056,9984821,NO ERROR,-86.71,36.28,19.94,1/28/2008
6057,50209456,ROUTE NOT FOUND,0.00,0.00,0.00,1/9/2008
6058,50219051,ROUTE NOT FOUND,0.00,0.00,0.00,5/1/2008
6059,50242435,NO ERROR,-83.91,35.98,20.76,9/4/2008
6060,50200180,ROUTE NOT FOUND,0.00,0.00,0.00,2/21/2008
6061,10287991,NO ERROR,-84.26,35.81,6.31,11/23/2008
6062,10140543,ROUTE NOT FOUND,0.00,0.00,0.00,2/2/2008
6063,10271154,ROUTE NOT FOUND,0.00,0.00,0.00,2/12/2008
6064,10252149,ROUTE NOT FOUND,0.00,0.00,0.00,3/29/2008
6065,10240636,NO ERROR,-90.01,35.14,0.58,12/2/2008
6066,10230509,ROUTE NOT FOUND,0.00,0.00,0.00,9/12/2008
6067,10118290,NO ERROR,-88.81,35.57,9.20,10/9/2008
6068,50264154,ROUTE NOT FOUND,0.00,0.00,0.00,4/28/2008
6069,10145171,ROUTE NOT FOUND,0.00,0.00,0.00,4/11/2008
6070,10272621,ROUTE NOT FOUND,0.00,0.00,0.00,10/4/2008
6071,10253919,ROUTE NOT FOUND,0.00,0.00,0.00,10/31/2008
6072,10241113,ROUTE NOT FOUND,0.00,0.00,0.00,12/9/2008
6073,10232636,ROUTE NOT FOUND,0.00,0.00,0.00,5/7/2008
6074,10306650,ROUTE NOT FOUND,0.00,0.00,0.00,1/7/2008
6075,10120749,NO ERROR,-86.50,36.00,4.78,3/6/2008
6076,50281154,ROUTE NOT FOUND,0.00,0.00,0.00,11/3/2008
6077,10262343,ROUTE NOT FOUND,0.00,0.00,0.00,2/22/2008
6078,10063197,ROUTE NOT FOUND,0.00,0.00,0.00,8/26/2008
6079,10044867,NO ERROR,-86.64,36.07,27.88,7/2/2008
6080,9938921,ROUTE NOT FOUND,0.00,0.00,0.00,11/6/2008
6081,9899699,NO ERROR,-85.24,35.12,8.18,6/13/2008
6082,9524342,NO ERROR,-86.78,36.16,17.42,7/19/2008
6083,900015410,ROUTE NOT FOUND,0.00,0.00,0.00,12/10/2008
6084,10011257,ROUTE NOT FOUND,0.00,0.00,0.00,4/15/2008
6085,10150953,ROUTE NOT FOUND,0.00,0.00,0.00,9/22/2008
6086,9997135,ROUTE NOT FOUND,0.00,0.00,0.00,7/30/2008
6087,9936044,ROUTE NOT FOUND,0.00,0.00,0.00,12/7/2008
6088,9521612,NO ERROR,-84.12,36.58,0.97,7/26/2008
6089,50249343,NO ERROR,-90.07,35.04,4.23,12/25/2008
6090,9984812,ROUTE NOT FOUND,0.00,0.00,0.00,2/4/2008
6091,50208450,NO ERROR,-83.90,35.76,15.80,1/21/2008
6092,50217942,ROUTE NOT FOUND,0.00,0.00,0.00,5/16/2008
6093,50240925,ROUTE NOT FOUND,0.00,0.00,0.00,10/25/2008
6094,10259035,ROUTE NOT FOUND,0.00,0.00,0.00,9/14/2008
6095,10250475,NO ERROR,-90.03,35.07,5.48,7/14/2008
6096,50197926,ROUTE NOT FOUND,0.00,0.00,0.00,1/18/2008
6097,10275870,ROUTE NOT FOUND,0.00,0.00,0.00,7/7/2008
6098,10136987,ROUTE NOT FOUND,0.00,0.00,0.00,3/16/2008
6099,900007235,ROUTE NOT FOUND,0.00,0.00,0.00,9/11/2008
